Institution Name,Clearing Code,Branch Name,Branch Code,Branch Address,Telephone Number,Clearing System Status*
THE BANK OF TOKYO-MITSUBISHI UFJ  LTD.,047,Kowloon Branch,827,15/F.  Peninsula Office Tower  18 Middle Road  Tsimshatsui  Kowloon  Hong Kong,2315 4373 2315 4364,MDNM
THE BANK OF TOKYO-MITSUBISHI UFJ  LTD.,047,Hong Kong Branch,828,8/F  AIA Central  1 Connaught Road  Central  Hong Kong,2862 7814 2821 3701,MDNM
THE BANK OF TOKYO-MITSUBISHI UFJ  LTD.,047,Hong Kong Branch,829,8/F  AIA Central  1 Connaught Road Central  Hong Kong,2862 7814 2821 3701,MDNM
THE CHIBA BANK LTD,170,Hong Kong Branch,958,Unit 2510 One Pacific Place  88 Queensway  Hong Kong,2840 1222,MINM
THE CHUGOKU BANK LTD,202,Hong Kong Branch,900,Rms 2704-06  27/F.  Gloucester Tower  The Landmark  15 Queen's Road Central  Hong Kong,2523 0312,MINM
THE HACHIJUNI BANK  LTD,188,Hong Kong Branch,746,Suites 1602 to 1605  16th Floor  Tower 2  The Gateway  Harbour City  25 Canton Road  Kowloon  Hong Kong,2845 4188,MDNM
THE HONGKONG AND SHANGHAI BANKING CORPORATION LTD,004,Mong Kok Branch,001,673 Nathan Road  Mong Kok  Kowloon  Hong Kong,2390 1515,MDDM
THE HONGKONG AND SHANGHAI BANKING CORPORATION LTD,004,Hong Kong Office,002,1 Queen's Road Central  Central  Hong Kong,2822 1111,MDDM
THE HONGKONG AND SHANGHAI BANKING CORPORATION LTD,004,Lai Chi Kok Road Branch,003,245 Lai Chi Kok Road  Sham Shui Po  KLN  Hong Kong,2393 0115,MDDM
THE HONGKONG AND SHANGHAI BANKING CORPORATION LTD,004,North Point,004,G/F  Winner House  306-316 King's Road  North Point  Hong Kong,2512 8112,MDDM
THE HONGKONG AND SHANGHAI BANKING CORPORATION LTD,004,Lai Chi Kok Road Branch,005,245 Lai Chi Kok Road  Sham Shui Po  KLN  Hong Kong,2393 0115,MDDM
THE HONGKONG AND SHANGHAI BANKING CORPORATION LTD,004,Aberdeen Centre,006,Shop 1  Hoi Chun Court Site 4  Aberdeen Centre  Aberdeen  Hong Kong,Not provided,MDDM
THE HONGKONG AND SHANGHAI BANKING CORPORATION LTD,004,Lai Chi Kok Road Branch,007,245 Lai Chi Kok Road  Sham Shui Po  KLN  Hong Kong,2393 0115,MDDM
THE HONGKONG AND SHANGHAI BANKING CORPORATION LTD,004,The Westwood Branch,008,Shops LG01-03  Lower Ground Floor  The Westwood  8 Belcher's Street  Hong Kong,2748 3322,MDDM
THE HONGKONG AND SHANGHAI BANKING CORPORATION LTD,004,Tai Yau Street Branch,009,26-28 Tai Yau Street  San Po Kong  KLN  Hong Kong,2320 5033,MDDM
THE HONGKONG AND SHANGHAI BANKING CORPORATION LTD,004,Kowloon Bay Premier Centre,010,Shops 06  08  10  11  12A & 12B  G/F  Exchange Tower  33 Wang Chiu Road  Kowloon Bay  Kowloon  Hong Kong,2233 3000,MDDM
THE HONGKONG AND SHANGHAI BANKING CORPORATION LTD,004,238 Nathan Road Branch and Day & Night Banking Centre,011,Shop No. 1  1/F & Shop No. 1-3  G/F  238 Nathan Road  KLN  Hong Kong,Not provided,MDDM
THE HONGKONG AND SHANGHAI BANKING CORPORATION LTD,004,Hung Hom,012,Hung Hom Commercial Centre  41 Ma Tau Wai Road  Hung Hom  KLN  Hong Kong,2363 4211,MDDM
THE HONGKONG AND SHANGHAI BANKING CORPORATION LTD,004,Mong Kok Branch,014,673 Nathan Road  Mong Kok  Kowloon  Hong Kong,2390 1515,MDDM
THE HONGKONG AND SHANGHAI BANKING CORPORATION LTD,004,Mong Kok,015,673 Nathan Road  Mong Kok  Kowloon  Hong Kong,Not provided,MDDM
THE HONGKONG AND SHANGHAI BANKING CORPORATION LTD,004,238 Nathan Road,016,Shop No. 1  1/F & Shop No. 1-3  G/F  238 Nathan Road  KLN  Hong Kong,Not provided,MDDM
THE HONGKONG AND SHANGHAI BANKING CORPORATION LTD,004,Waterloo Road,017,71 Waterloo Road  Ho Man Tin  KLN  Hong Kong,2713 0111,MDDM
THE HONGKONG AND SHANGHAI BANKING CORPORATION LTD,004,Ocean Centre Branch and Day & Night Banking Centre,018,Shop 355  3/F  Ocean Centre  5 Canton Road  Kowloon  Hong Kong,Not provided,MDDM
THE HONGKONG AND SHANGHAI BANKING CORPORATION LTD,004,Kowloonshing,019,132-134 Nga Tsin Wai Road  Kowloon City  KLN  Hong Kong,Not provided,MDDM
THE HONGKONG AND SHANGHAI BANKING CORPORATION LTD,004,Federate Building,020,Federate Building  292-298 Queen's Road West  Hong Kong,Not provided,MDDM
THE HONGKONG AND SHANGHAI BANKING CORPORATION LTD,004,Shau Ki Wan Branch,021,G/F  306-310 Shau Ki Wan Road  Hong Kong,2568 6240,MDDM
THE HONGKONG AND SHANGHAI BANKING CORPORATION LTD,004,Hopewell Centre,022,Shop No.1-2  G/F  Hopewell Centre  183 Queen's Road East  Wan Chai  Hong Kong,Not provided,MDDM
THE HONGKONG AND SHANGHAI BANKING CORPORATION LTD,004,Hennessy Centre,023,Hennessy Centre  500 Hennessy Rd  Causeway Bay  Hong Kong,Not provided,MDDM
THE HONGKONG AND SHANGHAI BANKING CORPORATION LTD,004,Hay Wah Building,024,G/F  Hay Wah Bldg  71-85B Hennessy Road  Wan Chai  Hong Kong,Not provided,MDDM
THE HONGKONG AND SHANGHAI BANKING CORPORATION LTD,004,Hennessy Centre,025,Hennessy Centre  500 Hennessy Rd  Causeway Bay  Hong Kong,Not provided,MDDM
THE HONGKONG AND SHANGHAI BANKING CORPORATION LTD,004,Des Voeux Road West Branch,026,West Centre  40-50 Des Voeux Road West  Hong Kong,2748 3322,MDDM
THE HONGKONG AND SHANGHAI BANKING CORPORATION LTD,004,Cityplaza,027,Unit 065  Cityplaza I  Taikoo Shing  Hong Kong,Not provided,MDDM
THE HONGKONG AND SHANGHAI BANKING CORPORATION LTD,004,Electric Road,028,Shop A2  Block A  Sea View Estate  Watson Road  North Point  Hong Kong,2578 7514 2578 7516,MDDM
THE HONGKONG AND SHANGHAI BANKING CORPORATION LTD,004,Federate Building,029,Federate Building  292-298 Queen's Road West  Hong Kong,Not provided,MDDM
THE HONGKONG AND SHANGHAI BANKING CORPORATION LTD,004,Hoi Yuen Road Branch,030,G/F & M/F  Wong Tze Building  71 Hoi Yuen Road  Kwun Tong  Kowloon  Hong Kong,2341 0228,MDDM
THE HONGKONG AND SHANGHAI BANKING CORPORATION LTD,004,City Landmark,031,Shop Nos. 117-131  1/F  City Landmark I  68 Chung On St  Tsuen Wan  NT  Hong Kong,Not provided,MDDM
THE HONGKONG AND SHANGHAI BANKING CORPORATION LTD,004,Tsuen Wan Branch,032,Shop Nos. 4A  4B(A)-4B(C)  5&6  1/F  Fou Wah Centre  210 Castle Peak Road  Tsuen Wan  New Territories  Hong Kong,2493 0104,MDDM
THE HONGKONG AND SHANGHAI BANKING CORPORATION LTD,004,Texaco Road,033,East Asia Garden  60 Texaco Road  Tsuen Wan  NT  Hong Kong,Not provided,MDDM
THE HONGKONG AND SHANGHAI BANKING CORPORATION LTD,004,Yuen Long  Branch,034,G/F  HSBC Building Yuen Long  150-160 Castle Peak Road  Yuen Long  New Territories  Hong Kong,2748 3322,MDDM
THE HONGKONG AND SHANGHAI BANKING CORPORATION LTD,004,Tuen Mun Town Plaza Branch,035,Shop 1  UG/F  Shopping Arcade Phase II  Tuen Mun Town Plaza  Tuen Mun  New Territories  Hong Kong,2465 2015,MDDM
THE HONGKONG AND SHANGHAI BANKING CORPORATION LTD,004,Sheung Shui Branch,036,G/F  79-81 San Fung Avenue  Sheung Shui  New Territories  Hong Kong,2670 0150 2670 0159,MDDM
THE HONGKONG AND SHANGHAI BANKING CORPORATION LTD,004,Tai Po Branch,037,54-62 Kwong Fuk Road  Tai Po  NT.  Hong Kong,2657 3881,MDDM
THE HONGKONG AND SHANGHAI BANKING CORPORATION LTD,004,Shatin Centre,038,Shop No. 30D  Level 3  Shatin Centre Shopping Arcade  Sha Tin  NT  Hong Kong,Not provided,MDDM
THE HONGKONG AND SHANGHAI BANKING CORPORATION LTD,004,Fanling,039,G/F  14-16 Wo Fung Street  Luen Wo Market  Fanling  NT  Hong Kong,2675 6284 2675 6285,MDDM
THE HONGKONG AND SHANGHAI BANKING CORPORATION LTD,004,Des Voeux Road Central,040,China Insurance Group Bldg  141 Des Voeux Road Central  Hong Kong,Not provided,MDDM
THE HONGKONG AND SHANGHAI BANKING CORPORATION LTD,004,Happy Valley,041,G/F  Sun & Moon Building  45 Sing Wo Road  Happy Valley  Hong Kong,2573 4967 2573 4969,MDDM
THE HONGKONG AND SHANGHAI BANKING CORPORATION LTD,004,Cityplaza,042,Unit 065  Cityplaza I  Taikoo Shing  Hong Kong,Not provided,MDDM
THE HONGKONG AND SHANGHAI BANKING CORPORATION LTD,004,Lyndhurst Terrace,043,Shop E  G/F Lyndhurst Bldg  23-29 Lyndhurst Terrace  Hong Kong,2543 4019,MDDM
THE HONGKONG AND SHANGHAI BANKING CORPORATION LTD,004,Hay Wah Building,044,G/F  Hay Wah Bldg  71-85B Hennessy Road  Wan Chai  Hong Kong,Not provided,MDDM
THE HONGKONG AND SHANGHAI BANKING CORPORATION LTD,004,Aberdeen Centre,045,Shop 2  G/F  Site 1  Aberdeen Centre  Aberdeen  Hong Kong,Not provided,MDDM
THE HONGKONG AND SHANGHAI BANKING CORPORATION LTD,004,Chai Wan,046,Shop No. 1-11  Block B  G/F  Walton Estate  Chai Wan  Hong Kong,Not provided,MDDM
THE HONGKONG AND SHANGHAI BANKING CORPORATION LTD,004,Causeway Bay Branch,047,Basement 1  Causeway Bay Plaza 2  463-483 Lockhart Road  Hong Kong,2577 5413,MDDM
THE HONGKONG AND SHANGHAI BANKING CORPORATION LTD,004,Hopewell Centre Branch,048,Shop 2A  2/F  Hopewell Centre  183 Queen's Road East  Wan Chai  Hong Kong,2233 3000,MDDM
THE HONGKONG AND SHANGHAI BANKING CORPORATION LTD,004,Hysan Avenue,049,1 Hysan Avenue  Causeway Bay  Hong Kong,Not provided,MDDM
THE HONGKONG AND SHANGHAI BANKING CORPORATION LTD,004,To Kwa Wan Branch and Day & Night Banking Centre,050,142-144A Pau Chung Street  To Kwa Wan  KLN  Hong Kong,2711 0211,MDDM
THE HONGKONG AND SHANGHAI BANKING CORPORATION LTD,004,Woh Chai Street,051,7-9 Woh Chai Street  Tai Hang Tung  KLN  Hong Kong,Not provided,MDDM
THE HONGKONG AND SHANGHAI BANKING CORPORATION LTD,004,Tai Yau Street Branch,052,26-28 Tai Yau Street  San Po Kong  Kowloon  Hong Kong,2320 5033,MDDM
THE HONGKONG AND SHANGHAI BANKING CORPORATION LTD,004,Harbour City,053,G108  World Finance Centre (South Tower)  17-19 Canton Rd  KLN  Hong Kong,Not provided,MDDM
THE HONGKONG AND SHANGHAI BANKING CORPORATION LTD,004,Kwai Hing Branch,054,Shop 2  3/F  Sun Kwai Hing Plaza  166-174 Hing Fong Road  Kwai Chung  New Territories  Hong Kong,2748 3322,MDDM
THE HONGKONG AND SHANGHAI BANKING CORPORATION LTD,004,Sai Kung,055,Shops No. 9 & 10  Sai Kung Garden  Chan Man Street  Sai Kung  KLN  Hong Kong,2792 1321,MDDM
THE HONGKONG AND SHANGHAI BANKING CORPORATION LTD,004,Whampoa Garden,056,Shop No. G6 & 6A  G/F  Site 4  Whampoa Garden  Kowloon  Hong Kong,2773 6203,MDDM
THE HONGKONG AND SHANGHAI BANKING CORPORATION LTD,004,450 Shanghai Street,057,450 Shanghai Street  Mong Kok  KLN  Hong Kong,Not provided,MDDM
THE HONGKONG AND SHANGHAI BANKING CORPORATION LTD,004,Fanling,058,G/F & 1/F  14-16 Wo Fung Street  Yuen Wo Market  Fanling  New Territories  Hong Kong,Not provided,MDDM
THE HONGKONG AND SHANGHAI BANKING CORPORATION LTD,004,Lai Kok Estate,059,3-4  Lai Huen House  Lai Kok Estate  KLN  Hong Kong,Not provided,MDDM
THE HONGKONG AND SHANGHAI BANKING CORPORATION LTD,004,Pacific Place,060,Shop 401 & 403  Pacific Place  88 Queensway  Hong Kong,Not provided,MDDM
THE HONGKONG AND SHANGHAI BANKING CORPORATION LTD,004,The Westwood Branch and Day & Night Banking Centre,061,Shop LG-01 to LG03  The Belcher's  8 Belcher's Street  89 Pokfulam Road  Hong Kong,Not provided,MDDM
THE HONGKONG AND SHANGHAI BANKING CORPORATION LTD,004,Exchange Square,062,Shop 102  One Exchange Square  Central  Hong Kong,Not provided,MDDM
THE HONGKONG AND SHANGHAI BANKING CORPORATION LTD,004,Cheung Chau,063,Lot No. 1116  Praya South  Cheung Chau  Hong Kong,2981 1127,MDDM
THE HONGKONG AND SHANGHAI BANKING CORPORATION LTD,004,Aberdeen Centre,064,Shop 2  G/F  Site 1  Aberdeen Centre  Aberdeen  Hong Kong,Not provided,MDDM
THE HONGKONG AND SHANGHAI BANKING CORPORATION LTD,004,Hopewell Centre,065,Shop No.1-2  G/F  Hopewell Centre  183 Queen's Road East  Wan Chai  Hong Kong,Not provided,MDDM
THE HONGKONG AND SHANGHAI BANKING CORPORATION LTD,004,Silvermine Bay,066,DD4  Lot 667  Silvermine Bay  Lantau Island  Hong Kong,2984 8271,MDDM
THE HONGKONG AND SHANGHAI BANKING CORPORATION LTD,004,Westlands Gardens,067,1037 King's Road  Quarry Bay  Hong Kong,2563 2211 2563 2212,MDDM
THE HONGKONG AND SHANGHAI BANKING CORPORATION LTD,004,Aberdeen Centre,068,Shop 2  G/F  Site I  Aberdeen Centre  Aberdeen  Hong Kong,2554 0289,MDDM
THE HONGKONG AND SHANGHAI BANKING CORPORATION LTD,004,Fortuna House,069,Fortuna House  4 Tung Chi Street  Kwai Chung  NT  Hong Kong,Not provided,MDDM
THE HONGKONG AND SHANGHAI BANKING CORPORATION LTD,004,Lai Chi Kok Road Branch,070,245 Lai Chi Kok Road  Sham Shui Po  KLN  Hong Kong,2393 0115,MDDM
THE HONGKONG AND SHANGHAI BANKING CORPORATION LTD,004,Kowloon Bay Premier Centre,071,Shops 06  08  10  11  12A & 12B  G/F  Exchange Tower  33 Wang Chiu Road  Kowloon Bay  Kowloon  Hong Kong,2233 3000,MDDM
THE HONGKONG AND SHANGHAI BANKING CORPORATION LTD,004,Tai Yau Street Branch,072,26-28 Tai Yau Street  San Po Kong  Kowloon  Hong Kong,2320 5033,MDDM
THE HONGKONG AND SHANGHAI BANKING CORPORATION LTD,004,Discovery Park,073,Shop 3D  Upper Level 1  Discovery Park Shopping Centre  398 Castle Peak Road  Tsuen Wan  NT  Hong Kong,Not provided,MDDM
THE HONGKONG AND SHANGHAI BANKING CORPORATION LTD,004,Yuen Long,074,G/F  HSBC Building Yuen Long  150-160 Castle Peak Rd  Yuen Long  NT  Hong Kong,Not provided,MDDM
THE HONGKONG AND SHANGHAI BANKING CORPORATION LTD,004,City Landmark,075,Shop Nos. 117-131  1/F  City Landmark I  68 Chung On St  Tsuen Wan  NT  Hong Kong,Not provided,MDDM
THE HONGKONG AND SHANGHAI BANKING CORPORATION LTD,004,Kwun Tong,076,No. 1  Yue Man Square  Kwun Tong  Kowloon  Hong Kong,Not provided,MDDM
THE HONGKONG AND SHANGHAI BANKING CORPORATION LTD,004,Kowloon Bay Premier Centre,077,Shops 06  08  10  11  12A & 12B  G/F  Exchange Tower  33 Wang Chiu Road  Kowloon Bay  Kowloon  Hong Kong,2233 3000,MDDM
THE HONGKONG AND SHANGHAI BANKING CORPORATION LTD,004,Kwun Tong,078,No. 1  Yue Man Square  Kwun Tong  KLN  Hong Kong,Not provided,MDDM
THE HONGKONG AND SHANGHAI BANKING CORPORATION LTD,004,Kai Tin,079,Shop No.1  G/F  Kai Tin Shopping Centre  Kai Tin Estate  Lam Tin  KLN  Hong Kong,Not provided,MDDM
THE HONGKONG AND SHANGHAI BANKING CORPORATION LTD,004,Lok Fu Branch,080,Shop No. L202  Upper Ground Floor II  Lok Fu Plaza  Wang Tau Hom  Kowloon  Hong Kong,2338 2337,MDDM
THE HONGKONG AND SHANGHAI BANKING CORPORATION LTD,004,Texaco Road,081,East Asia Garden  60 Texaco Road  Tsuen Wan  NT  Hong Kong,Not provided,MDDM
THE HONGKONG AND SHANGHAI BANKING CORPORATION LTD,004,Bonham Road,082,G/F  Wilton Place  68 Bonham Road  Hong Kong,2547 4099,MDDM
THE HONGKONG AND SHANGHAI BANKING CORPORATION LTD,004,Exchange Square,083,Shop 102  One Exchange Square  Central  Hong Kong,2521 2255 2521 2256,MDDM
THE HONGKONG AND SHANGHAI BANKING CORPORATION LTD,004,Chai Wan,084,Shop No. 1-11  Block B  G/F  Walton Estate  Chai Wan  Hong Kong,2558 6437,MDDM
THE HONGKONG AND SHANGHAI BANKING CORPORATION LTD,004,Lai Chi Kok Road,085,245 Lai Chi Kok Road  Sham Shui Po  KLN  Hong Kong,Not provided,MDDM
THE HONGKONG AND SHANGHAI BANKING CORPORATION LTD,004,Shau Ki Wan Branch,086,G/F  306-310 Shau Ki Wan Road  Hong Kong,2568 6240,MDDM
THE HONGKONG AND SHANGHAI BANKING CORPORATION LTD,004,Tai Yau Street Branch,087,26-28 Tai Yau Street  San Po Kong  Kowloon  Hong Kong,2320 5033,MDDM
THE HONGKONG AND SHANGHAI BANKING CORPORATION LTD,004,Oi Man,088,F12  Oi Man Commercial Complex  Oi Man Estate  KLN  Hong Kong,Not provided,MDDM
THE HONGKONG AND SHANGHAI BANKING CORPORATION LTD,004,238 Nathan Road,089,Shop No. 1  1/F  238 Nathan Road  Kln  Hong Kong,2314 1090,MDDM
THE HONGKONG AND SHANGHAI BANKING CORPORATION LTD,004,Union Park Centre,090,Shops 4-7  G/F  Union Park Centre  771-775 Nathan Road  KLN  Hong Kong,Not provided,MDDM
THE HONGKONG AND SHANGHAI BANKING CORPORATION LTD,004,Tai Yau Street Branch,091,26-28 Tai Yau Street  San Po Kong  Kowloon  Hong Kong,2320 5033,MDDM
THE HONGKONG AND SHANGHAI BANKING CORPORATION LTD,004,Whampoa Garden,092,Shop No. G6 & 6A  G/F  Site 4  Whampoa Garden  Kowloon  Hong Kong,2773 6203,MDDM
THE HONGKONG AND SHANGHAI BANKING CORPORATION LTD,004,To Kwa Wan,093,142-144A Pau Chung Street  To Kwa Wan  KLN  Hong Kong,Not provided,MDDM
THE HONGKONG AND SHANGHAI BANKING CORPORATION LTD,004,Kwai Fong Branch,094,Shops 153-160  Level 1  Metroplaza  Kwai Fong  New Territories  Hong Kong,2748 3322,MDDM
THE HONGKONG AND SHANGHAI BANKING CORPORATION LTD,004,North Point,095,G/F  Winner House  306-316 King's Road  North Point  Hong Kong,Not provided,MDDM
THE HONGKONG AND SHANGHAI BANKING CORPORATION LTD,004,Kowloonshing,096,132-134 Nga Tsin Wai Road  Kowloon City  Kowloon  Hong Kong,Not provided,MDDM
THE HONGKONG AND SHANGHAI BANKING CORPORATION LTD,004,Lai Chi Kok Road Branch,097,245 Lai Chi Kok Road  Sham Shui Po  KLN  Hong Kong,2393 0115,MDDM
THE HONGKONG AND SHANGHAI BANKING CORPORATION LTD,004,Mong Kok,098,673 Nathan Road  Mong Kok  KLN  Hong Kong,Not provided,MDDM
THE HONGKONG AND SHANGHAI BANKING CORPORATION LTD,004,Aberdeen Centre,099,Shop 1  Hoi Chun Court Site 4  Aberdeen Centre  Aberdeen  Hong Kong,Not provided,MDDM
THE HONGKONG AND SHANGHAI BANKING CORPORATION LTD,004,128 Queen's Road Central,100,V Heun Building  128-140 Queen's Road Central  Central  Hong Kong,Not provided,MDDM
THE HONGKONG AND SHANGHAI BANKING CORPORATION LTD,004,Bonham Strand,101,35-45 Bonham Strand East  Sheung Wan  Hong Kong,Not provided,MDDM
THE HONGKONG AND SHANGHAI BANKING CORPORATION LTD,004,Central Branch,102,Basement  29 Queen's Road Central  Central  Hong Kong,2748 3322,MDDM
THE HONGKONG AND SHANGHAI BANKING CORPORATION LTD,004,2 Queen's Road West,103,Shop A  Arion Commercial Centre   2-12 Queen's Road West  Hong Kong,Not provided,MDDM
THE HONGKONG AND SHANGHAI BANKING CORPORATION LTD,004,Silvermine Bay,104,DD4  Lot 667  Silvermine Bay  Lantau Island  Hong Kong,Not provided,MDDM
THE HONGKONG AND SHANGHAI BANKING CORPORATION LTD,004,Tai Cheung Street,105,Shop No. 6-8  G/F  Shing Fat Bldg  Tai Cheung Street  Yuen Long  NT  Hong Kong,Not provided,MDDM
THE HONGKONG AND SHANGHAI BANKING CORPORATION LTD,004,Tai Wai Branch,106,Shops 42-44 KCR Tai Wai Station  Sha Tin  New Territories  Hong Kong,2691 0236,MDDM
THE HONGKONG AND SHANGHAI BANKING CORPORATION LTD,004,Direct Financial Services,107,6/F T2&3 HSBC Centre  1 Sham Mong Road  KLN  Hong Kong,2748 3322,MDDM
THE HONGKONG AND SHANGHAI BANKING CORPORATION LTD,004,Tsim Sha Tsui,108,82-84 Nathan Road  Tsim Sha Tsui  KLN  Hong Kong,Not provided,MDDM
THE HONGKONG AND SHANGHAI BANKING CORPORATION LTD,004,Maritime Square Branch and Financial Management Centre,109,Shop 308F  Level 3  Maritime Square  Tsing Yi  NT  Hong Kong,2495 0239,MDDM
THE HONGKONG AND SHANGHAI BANKING CORPORATION LTD,004,Hay Wah Building,110,G/F  Hay Wah Bldg  71-85B Hennessy Road  Wan Chai  Hong Kong,2528 4456,MDDM
THE HONGKONG AND SHANGHAI BANKING CORPORATION LTD,004,Hong Kong Office,111,1 Queen's Road Central  Central  Hong Kong,2822 1111,MDDM
THE HONGKONG AND SHANGHAI BANKING CORPORATION LTD,004,Tin On Building,112,777-779 Cheung Sha Wan Road  KLN  Hong Kong,Not provided,MDDM
THE HONGKONG AND SHANGHAI BANKING CORPORATION LTD,004,238 Nathan Road Branch and Link Day & Night Banking Centre,113,Shop No. 1  1/F & Shop No. 1-3  G/F  238 Nathan Road  KLN  Hong Kong,Not provided,MDDM
THE HONGKONG AND SHANGHAI BANKING CORPORATION LTD,004,Shek Tong Tsui,114,Shop 13  Yip Cheong Building  443 Queen's Road West  Hong Kong,Not provided,MDDM
THE HONGKONG AND SHANGHAI BANKING CORPORATION LTD,004,To Kwa Wan,115,142-144A Pau Chung Street  To Kwa Wan  KLN  Hong Kong,Not provided,MDDM
THE HONGKONG AND SHANGHAI BANKING CORPORATION LTD,004,Kwun Tong Branch,116,G/F & M/F  Wong Tze Building  71 Hoi Yuen Road  Kwun Tong  Kowloon  Hong Kong,2341 0228,MDDM
THE HONGKONG AND SHANGHAI BANKING CORPORATION LTD,004,Peng Chau,117,1-3 Wing Hing Street  Peng Chau  Hong Kong,2983 0383,MDDM
THE HONGKONG AND SHANGHAI BANKING CORPORATION LTD,004,Kowloon Bay Premier Centre,118,Shops 06  08  10  11  12A & 12B  G/F  Exchange Tower  33 Wang Chiu Road  Kowloon Bay  Kowloon  Hong Kong,2233 3000,MDDM
THE HONGKONG AND SHANGHAI BANKING CORPORATION LTD,004,Mei Foo Sun Chuen Branch,119,79  Broadway Stage 4  Mei Foo Sun Chuen  Kowloon  Hong Kong,2741 8081,MDDM
THE HONGKONG AND SHANGHAI BANKING CORPORATION LTD,004,Tsim Sha Tsui,121,82-84 Nathan Road  Tsim Sha Tsui  KLN  Hong Kong,Not provided,MDDM
THE HONGKONG AND SHANGHAI BANKING CORPORATION LTD,004,Island Place Branch,122,Shop 131 & 132  Island Place  500 King's Road  North Point  Hong Kong,2233 3000,MDDM
THE HONGKONG AND SHANGHAI BANKING CORPORATION LTD,004,Hennessy Centre,123,Hennessy Centre  500 Hennessy Rd  Causeway Bay  Hong Kong,Not provided,MDDM
THE HONGKONG AND SHANGHAI BANKING CORPORATION LTD,004,Tai Kok Tsui,124,20-24 Larch Street  Tai Kok Tsui  KLN  Hong Kong,Not provided,MDDM
THE HONGKONG AND SHANGHAI BANKING CORPORATION LTD,004,450 Shanghai Street,125,450 Shanghai Street  Mong Kok  KLN  Hong Kong,Not provided,MDDM
THE HONGKONG AND SHANGHAI BANKING CORPORATION LTD,004,Telford Gardens,126,Shop Unit P16  Block G  Telford Plaza 1  Kowloon Bay  Kowloon  Hong Kong,2757 5510,MDDM
THE HONGKONG AND SHANGHAI BANKING CORPORATION LTD,004,238 Nathan Road Branch and Link Day & Night Banking Centre,127,Shop No. 1  1/F & Shop No. 1-3  G/F  238 Nathan Road  KLN  Hong Kong,2375 1320,MDDM
THE HONGKONG AND SHANGHAI BANKING CORPORATION LTD,004,Central,128,China Building  29 Queen's Road Central  Central  Hong Kong,Not provided,MDDM
THE HONGKONG AND SHANGHAI BANKING CORPORATION LTD,004,Kowloonshing,129,132-134 Nga Tsin Wai Road  Kowloon City  KLN  Hong Kong,Not provided,MDDM
THE HONGKONG AND SHANGHAI BANKING CORPORATION LTD,004,Direct Financial Services,131,6/F T2&3 HSBC Centre  1 Sham Mong Road  KLN  Hong Kong,2748 3322,MDDM
THE HONGKONG AND SHANGHAI BANKING CORPORATION LTD,004,282 Ma Tau Wai Road,132,282 Ma Tau Wai Road  To Kwa Wan  KLN  Hong Kong,Not provided,MDDM
THE HONGKONG AND SHANGHAI BANKING CORPORATION LTD,004,Des Voeux Road West,133,Western Centre  40-50 Des Voeux Road West  Hong Kong,Not provided,MDDM
THE HONGKONG AND SHANGHAI BANKING CORPORATION LTD,004,Nam Long Shan Road,135,Remex Centre  42 Wong Chuk Hang Road  Aberdeen  Hong Kong,Not provided,MDDM
THE HONGKONG AND SHANGHAI BANKING CORPORATION LTD,004,Waterloo Road,136,71 Waterloo Road  Ho Man Tin  Kln  Hong Kong,Not provided,MDDM
THE HONGKONG AND SHANGHAI BANKING CORPORATION LTD,004,Mei Foo Sun Chuen,137,79  Broadway Stage 4  Mei Foo Sun Chuen  KLN  Hong Kong,Not provided,MDDM
THE HONGKONG AND SHANGHAI BANKING CORPORATION LTD,004,Pioneer Centre,138,Shop 115  1/F  Pioneer Centre  750 Nathan Road  Kowloon  Hong Kong,2380 8239,MDDM
THE HONGKONG AND SHANGHAI BANKING CORPORATION LTD,004,Shatin Centre,139,Shop No. 30D  Level 3  Shatin Centre Shopping Arcade  Sha Tin  NT  Hong Kong,Not provided,MDDM
THE HONGKONG AND SHANGHAI BANKING CORPORATION LTD,004,Lai Chi Kok Road,140,245 Lai Chi Kok Road  Sham Shui Po  KLN  Hong Kong,Not provided,MDDM
